uniprot_id,pdb_id,accession,all_goa_terms,chain_id
JAK3_HUMAN,1YVJ,P52333,"GO:0004713, GO:0005768, GO:0005886, GO:0007260, GO:0009898, GO:0019897, GO:0019903, GO:0031234, GO:0035723, GO:0035771, GO:0038110, GO:0038111, GO:0038113, GO:0046425, GO:0070669, GO:0070670, GO:0070672, GO:0071104, GO:2000329",A
JAL28_ARATH,5GQT,Q9SDM9,"GO:0009845, GO:0010162, GO:0019762, GO:0080027, GO:0080028",A
JAL33_ARATH,2JZ4,O04311,"GO:0009651, GO:0010043",A
JAM1_HUMAN,1NBQ,Q9Y624,"GO:0005178, GO:0005886, GO:0005911, GO:0005923, GO:0006954, GO:0007159, GO:0008360, GO:0030054, GO:0030165, GO:0031032, GO:0032956, GO:0032991, GO:0035025, GO:0035683, GO:0042803, GO:0050892, GO:0051493, GO:0051497, GO:0070160, GO:0071260, GO:0072659, GO:0090557, GO:0090559, GO:0098609, GO:1901731, GO:1902396, GO:1903142, GO:2000810",A
JAM1_MOUSE,1F97,O88792,"GO:0001817, GO:0005923, GO:0007155, GO:0030855, GO:0050892, GO:0090559",A
JAM2_MOUSE,5GMJ,Q9JI59,"GO:0007162, GO:0007286, GO:0009986, GO:0031642, GO:0036477, GO:0045123, GO:0050901, GO:0070160, GO:0097241, GO:0098609, GO:2000403",C
JAM3_MOUSE,5GMI,Q9D8B7,"GO:0001525, GO:0001780, GO:0002250, GO:0002318, GO:0002523, GO:0005178, GO:0005911, GO:0005923, GO:0007155, GO:0007160, GO:0007283, GO:0007286, GO:0016477, GO:0019226, GO:0030010, GO:0033010, GO:0042552, GO:0042802, GO:0043220, GO:0090138, GO:0097241, GO:0098609",C
JAML_MOUSE,3MJ6,Q80UL9,"GO:0005886, GO:0046629, GO:0060054",A
JAR1_ARATH,4EPL,Q9SKE2,"GO:0005524, GO:0005737, GO:0009585, GO:0009611, GO:0009627, GO:0009640, GO:0009694, GO:0009753, GO:0009864, GO:0010046, GO:0010119, GO:0010193, GO:0010224, GO:0016597, GO:0018117, GO:0019899, GO:0031348, GO:0070566, GO:0070728, GO:0071365, GO:0080123, GO:2000030, GO:2000377",A
JARD2_HUMAN,4X3E,Q92833,"GO:0005634, GO:0005654, GO:0005739, GO:0007417",B
JARD2_MOUSE,2RQ5,Q62315,"GO:0000122, GO:0001889, GO:0003677, GO:0003682, GO:0005634, GO:0008134, GO:0008283, GO:0008285, GO:0010467, GO:0035097, GO:0035098, GO:0042127, GO:0043130, GO:0045892, GO:0048536, GO:0048538, GO:0048863, GO:0060038, GO:0060044, GO:0060816, GO:0061649, GO:0140718, GO:1902682, GO:1990830, GO:1990904",A
JBP1_LEITA,2XSE,Q9U6M1,"GO:0003677, GO:0005634, GO:0050341, GO:0070580",A
JHD2C_HUMAN,2YPD,Q15652,"GO:0005654, GO:0006355, GO:0007596, GO:0046966",A
JIP1_DROME,4Z88,Q9W0K0,"GO:0005078, GO:0019894, GO:0019896, GO:0019901, GO:0030424, GO:0042802, GO:0046328, GO:0048490, GO:0048491, GO:2000331",M
JIP1_HUMAN,6FUZ,Q9UQF2,"GO:0004860, GO:0005078, GO:0005737, GO:0005886, GO:0019894",A
JIP1_RAT,2FPD,Q9R237,"GO:0005078, GO:0005737, GO:0008432, GO:0031434, GO:0031435, GO:0042802, GO:0043066, GO:0043508, GO:0044294, GO:0044295, GO:0046329, GO:0048471",A
JIP3_HUMAN,4PXJ,Q9UPT6,"GO:0043066, GO:0050821",A
JM703_ORYSJ,4IGO,Q53WJ1,"GO:0005634, GO:0008198, GO:0032453, GO:0040010, GO:0045814",A
JMJ13_ARATH,6IP0,F4KIX0,"GO:0006355, GO:0009266, GO:0032452, GO:0042393, GO:0045814, GO:0048571, GO:0048577, GO:0048579, GO:0071558",A
JMJ14_ARATH,5YKN,Q8GUI6,"GO:0000122, GO:0000976, GO:0005634, GO:0006355, GO:0007623, GO:0009627, GO:0009910, GO:0010082, GO:0032453, GO:0042054, GO:0044027, GO:0045814, GO:0045892, GO:0048573, GO:0048579, GO:0048589, GO:0060147, GO:0062034, GO:0099402, GO:1900426, GO:1901672, GO:2000280",A
JMJD6_HUMAN,3K2O,Q6NYC1,"GO:0003723, GO:0003727, GO:0005506, GO:0005634, GO:0005654, GO:0005730, GO:0005737, GO:0006338, GO:0018395, GO:0032452, GO:0033746, GO:0033749, GO:0035513, GO:0035515, GO:0042802, GO:0045893, GO:0045944, GO:0048024, GO:0051260, GO:0070815, GO:0106140, GO:0140457, GO:0140537",A
JMJD7_DROME,7YXG,Q9VU77,"GO:0005737, GO:0005829, GO:0008198, GO:0042802, GO:0048512, GO:0106155",A
JMJD7_HUMAN,5NFN,P0C870,"GO:0004175, GO:0004177, GO:0004497, GO:0005634, GO:0005737, GO:0005829, GO:0018126, GO:0106155",A
JNK_DROME,5AWM,P92208,"GO:0004672, GO:0004674, GO:0004705, GO:0005634, GO:0005654, GO:0005829, GO:0006979, GO:0007254, GO:0007391, GO:0007395, GO:0007411, GO:0007616, GO:0008284, GO:0009408, GO:0010508, GO:0010628, GO:0016319, GO:0019731, GO:0030424, GO:0030425, GO:0030707, GO:0033209, GO:0034599, GO:0034614, GO:0035006, GO:0035313, GO:0042060, GO:0043065, GO:0043068, GO:0043652, GO:0046529, GO:0046843, GO:0046844, GO:0048010, GO:0048615, GO:0048666, GO:0048674, GO:0048675, GO:0048803, GO:0048812, GO:0050829, GO:0061057, GO:0071243, GO:0071276, GO:0071907, GO:0071963, GO:0140255, GO:1903688, GO:1903689, GO:1904801",A
JOX2_ARATH,6LSV,Q9FFF6,"GO:0005506, GO:0005829, GO:0097237, GO:0120091, GO:1900150, GO:1900366, GO:2000022",A
JPH1_HUMAN,7RW4,Q9HDC5,"GO:0005654, GO:0010880, GO:0010882, GO:0014701, GO:0060402",A
JPH2_HUMAN,7RXE,Q9BR39,"GO:0001786, GO:0005546, GO:0005547, GO:0010314, GO:0010880, GO:0010882, GO:0014701, GO:0032266, GO:0055074, GO:0060316, GO:0060402, GO:0070273, GO:0070300, GO:0080025",A
JTB_HUMAN,2KJX,O76095,"GO:0000278, GO:0000281, GO:0005737, GO:0005886, GO:0016020, GO:0019901, GO:0030496, GO:0045860",A
JUND_HUMAN,5VPA,P17535,"GO:0000122, GO:0000976, GO:0005654, GO:0006357, GO:0017053, GO:0019899, GO:0035976, GO:0045944, GO:0090575, GO:1990837",B
JUN_HUMAN,1JNM,P05412,"GO:0000122, GO:0000228, GO:0000785, GO:0000791, GO:0000976, GO:0000978, GO:0000981, GO:0001227, GO:0001228, GO:0003677, GO:0003700, GO:0005096, GO:0005634, GO:0005654, GO:0006357, GO:0007179, GO:0019046, GO:0019899, GO:0031625, GO:0034976, GO:0035497, GO:0035976, GO:0042802, GO:0043065, GO:0043392, GO:0043922, GO:0043923, GO:0044389, GO:0045892, GO:0045893, GO:0045944, GO:0060395, GO:0061629, GO:0070412, GO:0090575, GO:0140296, GO:1902895, GO:1904707, GO:1990837, GO:2000144",A
JUNO_HUMAN,5F4Q,A6ND01,"GO:0005576, GO:0005886, GO:0007338, GO:0007342, GO:0038023",A
JUNO_MOUSE,5EJN,Q9EQF4,"GO:0005102, GO:0005886, GO:0007155, GO:0007342, GO:0016020, GO:0035036, GO:0038023",A
K0319_HUMAN,2E7M,Q5VV43,"GO:0001764, GO:0005769, GO:0005886, GO:0030517, GO:0030669, GO:0043231, GO:0048692, GO:0060391, GO:2000171",A
K0BWD0_MERS,4P16,K0BWD0,"GO:0006370, GO:0031533, GO:0042802",A
K1C10_HUMAN,3ASW,P13645,"GO:0001533, GO:0005737, GO:0005829, GO:0018149, GO:0030216, GO:0030280, GO:0045095, GO:0046982, GO:0051290, GO:0070268",B
K1C14_HUMAN,3TNU,P02533,"GO:0005200, GO:0005634, GO:0005737, GO:0005829, GO:0005882, GO:0008544, GO:0042633, GO:0045095, GO:0045110, GO:1990254",A
K1C17_MOUSE,9M1Y,Q9QWL7,"GO:0001533, GO:0002009, GO:0005737, GO:0030307, GO:0031069, GO:0031424, GO:0045109, GO:0045727, GO:0051798, GO:0071944",A
K1C19_HUMAN,8XTN,P08727,"GO:0005200, GO:0005829, GO:0005882, GO:0005886, GO:0008307, GO:0043034, GO:0043627, GO:0045214, GO:0071944",A
K2C6A_HUMAN,5KI0,P02538,"GO:0005829, GO:0031640, GO:0050830, GO:0061844, GO:2000536",A
K2C8_HUMAN,7K3C,P05787,"GO:0005737, GO:0005829, GO:0005882, GO:0045095, GO:0045111, GO:0097110",A
K319L_HUMAN,2YRL,Q8IZA0,"GO:0005730, GO:0005794, GO:0005886, GO:0031410, GO:0032588",A
K4MTL7_ARAVE,2MFZ,K4MTL7,GO:0042802,A
K5BJ73_MYCHD,6P3L,K5BJ73,GO:0042802,A
K9K3G6_DANRE,7FCJ,K9K3G6,"GO:0009986, GO:0050728",A
KA120_YEAST,6FVB,Q02932,"GO:0005634, GO:0005737, GO:0006606, GO:0008139, GO:0061608",A
KA122_YEAST,6Q83,P32767,"GO:0005049, GO:0005634, GO:0005737, GO:0006606, GO:0051168, GO:0061608",A
KA131_TITOB,1JLZ,P83243,"GO:0019870, GO:0044562, GO:0090729",A
KA156_TITDI,2AXK,P84777,"GO:0005576, GO:0019870, GO:0044477, GO:0044562, GO:0090729",A
KA181_TITOB,2JP6,P60211,"GO:0019870, GO:0044562, GO:0090729",A
KAD1_HUMAN,1Z83,P00568,"GO:0004017, GO:0004550, GO:0015949",A
KAD1_PIG,3ADK,P00571,GO:0004017,A
KAD1_PLAF7,3TLX,Q8IJV6,"GO:0004017, GO:0005829, GO:0006091",A
KAD1_SCHMA,3UMF,G4V9S0,"GO:0004017, GO:0005524, GO:0006172, GO:0006756, GO:0016208",A
KAD2_HUMAN,2C9Y,P54819,"GO:0004017, GO:0005758, GO:0015949",A
KAD2_YEAST,1AKY,P07170,"GO:0003688, GO:0004017, GO:0005524, GO:0005737, GO:0005758, GO:0005829, GO:0006172, GO:0006270, GO:0009117, GO:0016208, GO:0036388",A
KAD3_HUMAN,1ZD8,Q9UIJ7,"GO:0005739, GO:0007596, GO:0046033, GO:0046039, GO:0046041, GO:0046051, GO:0046899",A
KAD4_HUMAN,2AR7,P27144,"GO:0002082, GO:0004017, GO:0004550, GO:0005739, GO:0009188, GO:0015949, GO:0046033, GO:0046034, GO:0046039, GO:0046899, GO:0050145, GO:0071456",A
KAD5_HUMAN,2BWJ,Q9Y6K8,"GO:0004017, GO:0004550, GO:0005829, GO:0006172, GO:0006173, GO:0009220, GO:0034451",A
KAD6_HUMAN,1RKB,Q9Y3D8,"GO:0004017, GO:0005654, GO:0005813, GO:0015030, GO:0015949, GO:0016607, GO:0050145",A
KAD_ECOLI,1AKE,P69441,"GO:0000287, GO:0004017, GO:0004550, GO:0005524, GO:0005829, GO:0006172, GO:0015951, GO:0016208, GO:0046083",A
KAD_MYCTU,1P4S,P9WKF5,"GO:0004017, GO:0004550, GO:0005524, GO:0005829, GO:0006144, GO:0009123, GO:0009132, GO:0009141, GO:0044209",A
KAE1_PYRAB,2IVN,Q9UXT7,"GO:0000049, GO:0000408, GO:0002949, GO:0003727",A
KAI2_ARATH,3W06,Q9SZU7,"GO:0009640, GO:0009704, GO:0031386, GO:0080167",A
KAIA_SYNE7,1M2E,Q79PF6,"GO:0009649, GO:0042753, GO:0042802, GO:0051776",A
KAIA_THEVB,1Q6A,Q79V62,"GO:0007623, GO:0042802",A
KAIB1_SYNY3,1WWJ,P74645,"GO:0007623, GO:0042802",A
KAIB_SYNE7,4KSO,Q79PF5,"GO:0009649, GO:0042326, GO:0042752, GO:0042802",A
KAIC_SYNE7,1TF7,Q79PF4,"GO:0009649, GO:0042754, GO:0042802, GO:0070297",A
KAIC_THEVB,1SUY,Q79V60,"GO:0007623, GO:0016301, GO:0042802, GO:0046777",C
KAIN_HUMAN,6F02,P29622,GO:0031089,A
KAISO_HUMAN,2LT7,Q86T24,"GO:0005634, GO:0005654, GO:0005730, GO:0005829, GO:0005886, GO:0008327, GO:0035556, GO:0043565, GO:0045892, GO:1990837",A
KALM_HUMAN,1ZLG,P23352,"GO:0005201, GO:0005576, GO:0005615, GO:0006935, GO:0007155, GO:0007411, GO:0031012",A
KALRN_HUMAN,8C7D,O60229,"GO:0004674, GO:0005085, GO:0005654, GO:0005829, GO:0006468, GO:0007165, GO:0015629, GO:0016192, GO:0048013, GO:0051056",A
KALRN_MOUSE,1WFW,A2CG49,"GO:0007528, GO:0007595, GO:0007613, GO:0008344, GO:0035176, GO:0042711, GO:0046959, GO:0060125, GO:0060137, GO:0061003",A
KALRN_RAT,1U3O,P97924,"GO:0007399, GO:0007409, GO:0014069, GO:0019899, GO:0035556, GO:0043025, GO:0048471, GO:0050773, GO:0098696, GO:0098793, GO:0098978, GO:1905274",A
KANJ_STRKN,6S0R,Q6L732,"GO:0016706, GO:1901133",A
KANK1_HUMAN,5YBJ,Q14678,"GO:0005634, GO:0005737, GO:0005886, GO:0005938, GO:0008013, GO:0008283, GO:0010977, GO:0030036, GO:0030177, GO:0030336, GO:0030674, GO:0030837, GO:0032587, GO:0035023, GO:0035024, GO:0043622, GO:0046627, GO:0090263, GO:0090303, GO:0090521, GO:1900025, GO:1900028, GO:2000114, GO:2000393",A
KANK2_HUMAN,4HBD,Q63ZY3,"GO:0000122, GO:0005737, GO:0005739, GO:0008285, GO:0033147, GO:0035023, GO:0043069, GO:0070563, GO:0072073, GO:0090521, GO:2000134",A
KAP0_BOVIN,1NE4,P00514,"GO:0005737, GO:0005952, GO:0034236, GO:0042802",A
KAP0_HUMAN,5KJX,P10644,"GO:0002862, GO:0003091, GO:0004862, GO:0005737, GO:0005886, GO:0006357, GO:0007268, GO:0008603, GO:0010629, GO:0019904, GO:0030552, GO:0031588, GO:0031625, GO:0032991, GO:0034236, GO:0035556, GO:0044853, GO:0046007, GO:0071377, GO:0097546, GO:0097700, GO:0141162",A
KAP1_HUMAN,4DIN,P31321,"GO:0002862, GO:0003091, GO:0004862, GO:0005737, GO:0005886, GO:0007268, GO:0008603, GO:0034236, GO:0071377, GO:0097546, GO:0097700, GO:0141162",B
KAP2_HUMAN,2IZX,P13861,"GO:0002862, GO:0003091, GO:0004862, GO:0005737, GO:0005813, GO:0005886, GO:0005952, GO:0007268, GO:0008603, GO:0019904, GO:0031588, GO:0031625, GO:0032991, GO:0034236, GO:0035556, GO:0044853, GO:0071377, GO:0097546, GO:0097700, GO:0141162",A
KAP2_MOUSE,1L6E,P12367,"GO:0005737, GO:0005829, GO:0005952, GO:0045202, GO:0050804, GO:0098978",A
KAP2_RAT,2HWN,P12368,"GO:0005952, GO:0008603, GO:0019904, GO:0030315, GO:0030552, GO:0031698, GO:0032991, GO:0036094, GO:0042802, GO:0044877, GO:0048471",A
KAP3_RAT,1CX4,P12369,"GO:0005952, GO:0008603, GO:0019904, GO:0030425, GO:0030552, GO:0043025, GO:0048471, GO:0097332",A
KAPA_YEAST,1FOT,P06244,"GO:0000785, GO:0004691, GO:0005634, GO:0005737, GO:0005952, GO:0006303, GO:0006606, GO:0007265, GO:0010607, GO:0010737, GO:0016241",A
KAPCA_BOVIN,1Q24,P00517,"GO:0004691, GO:0018105, GO:0019904",A
KAPCA_HUMAN,2GU8,P17612,"GO:0002027, GO:0003091, GO:0004672, GO:0004674, GO:0004691, GO:0004712, GO:0005634, GO:0005654, GO:0005737, GO:0005759, GO:0005813, GO:0005886, GO:0005952, GO:0006397, GO:0006468, GO:0007193, GO:0010881, GO:0016241, GO:0016607, GO:0018105, GO:0019221, GO:0019870, GO:0019901, GO:0030007, GO:0031588, GO:0031625, GO:0032024, GO:0034237, GO:0034380, GO:0034605, GO:0034704, GO:0035694, GO:0044853, GO:0045542, GO:0045667, GO:0048471, GO:0050766, GO:0050850, GO:0055117, GO:0061136, GO:0070507, GO:0071333, GO:0071872, GO:0086064, GO:0097225, GO:0097546, GO:0097700, GO:0099103, GO:0106310, GO:0120186, GO:0140198, GO:0141156, GO:1903779, GO:1904262, GO:2000810",A
KAPCA_MOUSE,1APM,P05132,"GO:0000287, GO:0001669, GO:0001707, GO:0001843, GO:0004672, GO:0004674, GO:0004691, GO:0005524, GO:0005634, GO:0005654, GO:0005737, GO:0005739, GO:0005811, GO:0005829, GO:0005886, GO:0005952, GO:0006611, GO:0007189, GO:0010898, GO:0018105, GO:0019904, GO:0030145, GO:0031594, GO:0032024, GO:0034237, GO:0036126, GO:0045722, GO:0045820, GO:0045879, GO:0046827, GO:0048240, GO:0050804, GO:0051726, GO:0070417, GO:0070613, GO:0071374, GO:0071377, GO:0097546, GO:0098978, GO:0099170, GO:1904539, GO:1990044",E
KAPR_YEAST,3OF1,P07278,"GO:0000785, GO:0004862, GO:0005634, GO:0005737, GO:0005886, GO:0006995, GO:0010603, GO:0042149, GO:0042802, GO:0045944, GO:0046580, GO:0097271",A
KAPS_PENCH,1D6J,Q12657,GO:0005829,A
KAR1_YEAST,1OQP,P11927,"GO:0000742, GO:0005825, GO:0030474",B
KAR3_YEAST,1F9T,P17119,"GO:0000278, GO:0000742, GO:0000743, GO:0005816, GO:0005881, GO:0007064, GO:0008017, GO:0008569, GO:0016887, GO:0036503, GO:0044732, GO:0051256, GO:0051321, GO:0060236, GO:1990976",A
KAR9_YEAST,5N74,P32526,"GO:0000776, GO:0005634, GO:0005737, GO:0005816, GO:0005881, GO:0005938, GO:0030473, GO:0031578, GO:0043332, GO:0051293",I
KARG0_PENVA,4AM1,Q004B5,"GO:0004054, GO:0005524, GO:0034618, GO:0046072",A
KARG_LIMPO,1BG0,P51541,"GO:0004054, GO:0005524, GO:0016310",A
KARG_POLPT,5U8E,A0A286R7K5,"GO:0004054, GO:0005524, GO:0016310",A
KASA_MYCTU,2WGD,P9WQD9,"GO:0004315, GO:0005829, GO:0019367, GO:0030497, GO:0042802",A
KASB_MYCTU,2GP6,P9WQD7,"GO:0001666, GO:0004315, GO:0030497, GO:0071768",A
KASM_ARATH,1W0I,Q8L3X9,GO:0010027,A
KAT1_ARATH,5NWI,Q39128,"GO:0005242, GO:0005886, GO:0042802",P
KAT1_HUMAN,1W7L,Q16773,"GO:0005829, GO:0016212, GO:0042803, GO:0047804, GO:0070189",A
KAT2A_HUMAN,1F68,Q92830,"GO:0000122, GO:0000123, GO:0000124, GO:0003682, GO:0003713, GO:0004402, GO:0005634, GO:0005654, GO:0005813, GO:0006355, GO:0006357, GO:0010484, GO:0016407, GO:0018393, GO:0031647, GO:0033276, GO:0042826, GO:0043992, GO:0045721, GO:0045893, GO:0045944, GO:0046600, GO:0051302, GO:0051726, GO:0061733, GO:0062026, GO:0106078, GO:0106227, GO:0106229, GO:0140187, GO:0140297, GO:0140672",A
KAT2A_MOUSE,7BY1,Q9JHD2,"GO:0000123, GO:0000124, GO:0001701, GO:0001756, GO:0001819, GO:0001843, GO:0003682, GO:0004402, GO:0005634, GO:0005654, GO:0006094, GO:0007399, GO:0007616, GO:0008080, GO:0008283, GO:0010484, GO:0016407, GO:0021537, GO:0022037, GO:0030901, GO:0035264, GO:0043992, GO:0043993, GO:0043997, GO:0045589, GO:0045722, GO:0045944, GO:0045995, GO:0048144, GO:0048167, GO:0050863, GO:0051302, GO:0051726, GO:0061035, GO:0072686, GO:0140297, GO:0140672, GO:1903010, GO:2000036",A
KAT2B_HUMAN,1CM0,Q92831,"GO:0000122, GO:0003712, GO:0003713, GO:0004402, GO:0004468, GO:0005634, GO:0005654, GO:0005737, GO:0005813, GO:0005829, GO:0006338, GO:0006473, GO:0008047, GO:0008285, GO:0016407, GO:0018076, GO:0018393, GO:0032869, GO:0032991, GO:0042826, GO:0043992, GO:0045723, GO:0045815, GO:0045944, GO:0046600, GO:0061733, GO:0110076, GO:0140297, GO:0140672, GO:1902425, GO:2000233",A
KAT2B_MOUSE,5ML0,Q9JHD1,"GO:0000123, GO:0000432, GO:0000776, GO:0000977, GO:0003682, GO:0003713, GO:0004402, GO:0004468, GO:0004861, GO:0005634, GO:0005654, GO:0006094, GO:0016407, GO:0018393, GO:0019901, GO:0031672, GO:0031674, GO:0042641, GO:0043992, GO:0045722, GO:0045736, GO:0045821, GO:0045893, GO:0045944, GO:0046889, GO:0061733, GO:0140672",A
KAT3_MOUSE,2ZJG,Q71RI9,"GO:0006103, GO:0006520, GO:0016212, GO:0042803, GO:0047315, GO:0070189",A
KAT5_HUMAN,2EKO,Q92993,"GO:0000122, GO:0000132, GO:0000724, GO:0000776, GO:0000785, GO:0000786, GO:0000812, GO:0003682, GO:0003713, GO:0004402, GO:0005634, GO:0005654, GO:0005730, GO:0005737, GO:0005829, GO:0006289, GO:0006302, GO:0006974, GO:0010212, GO:0010485, GO:0010508, GO:0010867, GO:0016407, GO:0018394, GO:0030330, GO:0032703, GO:0032777, GO:0035267, GO:0035861, GO:0042149, GO:0043161, GO:0043231, GO:0043998, GO:0043999, GO:0045089, GO:0045591, GO:0045663, GO:0045892, GO:0045893, GO:0045944, GO:0046972, GO:0051726, GO:0061733, GO:0062033, GO:0071392, GO:0090398, GO:0097431, GO:0120300, GO:0140064, GO:0140065, GO:0140297, GO:0140861, GO:1901985, GO:1902425, GO:1905168, GO:1905337, GO:1905691, GO:2000042",A
KAT6A_HUMAN,1M36,Q92794,"GO:0003677, GO:0003713, GO:0004402, GO:0005634, GO:0005654, GO:0005730, GO:0005829, GO:0006355, GO:0006473, GO:0008270, GO:0016407, GO:0016605, GO:0016607, GO:0030099, GO:0036408, GO:0043995, GO:0043996, GO:0043997, GO:0045892, GO:0045893, GO:0046972, GO:0051276, GO:0070776, GO:0090398, GO:0140297, GO:1901796",A
KAT6B_HUMAN,5U2J,Q8WYB5,"GO:0003713, GO:0004402, GO:0005634, GO:0005654, GO:0006355, GO:0036408, GO:0045892, GO:0045893, GO:0061733, GO:0070776",A
KAT7_HUMAN,5GK9,O95251,"GO:0000123, GO:0001558, GO:0003688, GO:0004402, GO:0005634, GO:0005654, GO:0005694, GO:0005829, GO:0006275, GO:0006355, GO:0010485, GO:0018393, GO:0030174, GO:0031098, GO:0036408, GO:0036409, GO:0043994, GO:0043995, GO:0043996, GO:0043997, GO:0044016, GO:0045740, GO:0045815, GO:0051726, GO:0072708, GO:0072710, GO:0072716, GO:0072720, GO:0072739, GO:0090734, GO:0140889, GO:1900182, GO:1902035, GO:2000278, GO:2000819",A
KAT8_HUMAN,2GIV,Q9H7Z6,"GO:0000123, GO:0003713, GO:0005634, GO:0005654, GO:0005694, GO:0005739, GO:0010485, GO:0010506, GO:0010719, GO:0022008, GO:0030099, GO:0043995, GO:0043996, GO:0044545, GO:0045815, GO:0045892, GO:0045893, GO:0046972, GO:0050684, GO:0060261, GO:0061629, GO:0061733, GO:0061920, GO:0071339, GO:0072487, GO:1903108",A
KAT8_MOUSE,1WGS,Q9D1P2,"GO:0000776, GO:0005634, GO:0005694, GO:0005739, GO:0009048, GO:0016363, GO:0016407, GO:0019899, GO:0022008, GO:0032480, GO:0035166, GO:0044545, GO:0045893, GO:0046972, GO:0048477, GO:0061733, GO:0072487, GO:1902726, GO:1903108, GO:1990841",A
KAT_AEDAE,1YIY,Q17CS8,"GO:0016212, GO:0097053",A
KATG_ECOLI,1U2J,P13029,"GO:0004096, GO:0004601, GO:0005829, GO:0006979, GO:0016491, GO:0020037, GO:0042744, GO:0042802, GO:0070301",A
KATG_MYCTU,1SJ2,P9WIE5,"GO:0004096, GO:0004601, GO:0005829, GO:0006979, GO:0016677, GO:0020037, GO:0042744, GO:0045739, GO:0070402, GO:0070404",A
KATL1_HUMAN,6B5C,Q9BW62,"GO:0000922, GO:0005737, GO:0005739, GO:0005813, GO:0005819, GO:0005829, GO:0005874, GO:0008352, GO:0008568, GO:0042802, GO:0051013, GO:0072686",A
KAX36_OLIMR,1BKT,Q9NII7,"GO:0005576, GO:0019870",A
KBAY_ECOLI,1GVF,P0AB74,"GO:0005829, GO:0008270, GO:0009025, GO:0032991, GO:0042802, GO:0051289",A
KBL_ECOLI,1FC4,P0AB77,"GO:0005737, GO:0005829, GO:0008890, GO:0016874, GO:0030170, GO:0046872",A
KBP_ECOLI,7PVC,P0ADE6,"GO:0030955, GO:0035864",A
KBP_HUMAN,6ZPG,Q96EK5,"GO:0005739, GO:0010970, GO:0019894, GO:0047497, GO:0140311",A
KC11_YEAST,5X18,P23291,"GO:0000902, GO:0004674, GO:0005886, GO:0006897, GO:0009749, GO:0010255",A
KC1A_HUMAN,6GZD,P48729,"GO:0004674, GO:0005813, GO:0005829, GO:0005929, GO:0006468, GO:0007030, GO:0007166, GO:0016055, GO:0016607, GO:0019082, GO:0030877, GO:0031670, GO:0032436, GO:0035025, GO:0045104, GO:0090090, GO:1904263",A
KC1D_HUMAN,3UYS,P48730,"GO:0004672, GO:0004674, GO:0005654, GO:0005794, GO:0005813, GO:0005819, GO:0005829, GO:0005876, GO:0005886, GO:0005929, GO:0006468, GO:0007020, GO:0007030, GO:0015629, GO:0033116, GO:0034067, GO:0036064, GO:0048208, GO:0048471, GO:0050321, GO:0051225, GO:0061512, GO:0071539, GO:0090263, GO:0097228, GO:0097229, GO:0106310, GO:1905515",A
KC1D_MOUSE,4JJR,Q9DC28,"GO:0004672, GO:0004674, GO:0005634, GO:0005654, GO:0005829, GO:0006468, GO:0030177, GO:0032436, GO:0032922, GO:0042752, GO:1904948, GO:1905515, GO:2000052",A
KC1D_RAT,1CKI,Q06486,"GO:0004674, GO:0005813, GO:0016301, GO:0048471, GO:1990090",A
KC1E_HUMAN,4HNI,P49674,"GO:0004672, GO:0004674, GO:0005654, GO:0005737, GO:0005829, GO:0006281, GO:0006468, GO:0032091, GO:0032880, GO:0035567, GO:0051058, GO:0060070, GO:2000052",A
KC1G1_HUMAN,2CMW,Q9HCP0,"GO:0004674, GO:0005829",A
KC1G2_HUMAN,2C47,P78368,"GO:0004674, GO:0005829, GO:0006468, GO:0030148",A
KC1G3_HUMAN,2CHL,Q9Y6M4,"GO:0004672, GO:0004674, GO:0036211",A
KCAB2_HUMAN,1ZSX,Q13303,"GO:0005886, GO:0008076, GO:0015459, GO:0016020, GO:0035579, GO:0044224, GO:0070821, GO:1901379",A
KCAB2_RAT,1EXB,P62483,"GO:0004033, GO:0005829, GO:0008106, GO:0009898, GO:0015459, GO:0030424, GO:0034705, GO:0043005, GO:0044224, GO:0044325, GO:0044877, GO:0045445, GO:0098839, GO:0098978, GO:1901379, GO:1990031, GO:2000008",A
KCC1A_HUMAN,4FG7,Q14012,"GO:0004674, GO:0005829, GO:0006468, GO:0010976, GO:0032091, GO:0032880, GO:0035556, GO:0043393, GO:0045944, GO:0046827, GO:0051147, GO:0051149, GO:0051835, GO:0060143, GO:0060999, GO:0071902",A
KCC1A_RAT,1A06,Q63450,"GO:0004683, GO:0005829, GO:0014069, GO:0050807, GO:0098978",A
KCC1D_HUMAN,2JC6,Q8IU85,"GO:0004683, GO:0005634, GO:0005737, GO:0032793, GO:0050766, GO:0050773, GO:0060267, GO:0071622",A
KCC2A_HUMAN,2VZ6,Q9UQM7,"GO:0004674, GO:0004683, GO:0005516, GO:0005654, GO:0005829, GO:0005954, GO:0006468, GO:0016301, GO:0030666, GO:0035458, GO:0038166, GO:0042802, GO:0042803, GO:0043197, GO:0046427, GO:0051092, GO:0060291, GO:0060996, GO:0071346, GO:0110076, GO:1990443, GO:2001222",A
KCC2A_MOUSE,1HKX,P11798,"GO:0000082, GO:0002931, GO:0004674, GO:0004683, GO:0005516, GO:0005739, GO:0006816, GO:0010666, GO:0014069, GO:0035254, GO:0045202, GO:0046928, GO:0048168, GO:0048813, GO:0051346, GO:0051928, GO:0098685, GO:0099148, GO:1902108, GO:1990443, GO:2000124",A
